Parcel_ID,Parcel_Number,Ring,Sector,Full_Address,X_Coordinate_Feet,Y_Coordinate_Feet,Latitude,Longitude,Inner_Radius,Outer_Radius
BRC-0262,262,Afanc,2:40,"2:40 & Afanc",491,2934,40.794461,-119.204796,2500,3450
BRC-0263,263,Afanc,2:42,"2:42 & Afanc",440,2942,40.794483,-119.204974,2500,3450
BRC-0264,264,Afanc,2:44,"2:44 & Afanc",388,2950,40.794503,-119.205153,2500,3450
BRC-0265,265,Afanc,2:46,"2:46 & Afanc",337,2956,40.794521,-119.205331,2500,3450
BRC-0266,266,Afanc,2:48,"2:48 & Afanc",285,2961,40.794535,-119.205511,2500,3450
BRC-0267,267,Afanc,2:50,"2:50 & Afanc",233,2966,40.794548,-119.205690,2500,3450
BRC-0268,268,Afanc,2:52,"2:52 & Afanc",182,2969,40.794558,-119.205870,2500,3450
BRC-0269,269,Afanc,2:54,"2:54 & Afanc",130,2972,40.794565,-119.206050,2500,3450
BRC-0270,270,Afanc,2:56,"2:56 & Afanc",78,2974,40.794570,-119.206230,2500,3450
BRC-0271,271,Afanc,2:58,"2:58 & Afanc",26,2975,40.794573,-119.206410,2500,3450
BRC-0272,272,Afanc,3:00,"3:00 & Afanc",-26,2975,40.794573,-119.206590,2500,3450
BRC-0273,273,Afanc,3:02,"3:02 & Afanc",-78,2974,40.794570,-119.206770,2500,3450
BRC-0274,274,Afanc,3:04,"3:04 & Afanc",-130,2972,40.794565,-119.206950,2500,3450
BRC-0275,275,Afanc,3:06,"3:06 & Afanc",-182,2969,40.794558,-119.207130,2500,3450
BRC-0276,276,Afanc,3:08,"3:08 & Afanc",-233,2966,40.794548,-119.207310,2500,3450
BRC-0277,277,Afanc,3:10,"3:10 & Afanc",-285,2961,40.794535,-119.207489,2500,3450
BRC-0278,278,Afanc,3:12,"3:12 & Afanc",-337,2956,40.794521,-119.207669,2500,3450
BRC-0279,279,Afanc,3:14,"3:14 & Afanc",-388,2950,40.794503,-119.207847,2500,3450
BRC-0280,280,Afanc,3:16,"3:16 & Afanc",-440,2942,40.794483,-119.208026,2500,3450
BRC-0281,281,Afanc,3:18,"3:18 & Afanc",-491,2934,40.794461,-119.208204,2500,3450
BRC-0282,282,Afanc,3:20,"3:20 & Afanc",-542,2925,40.794436,-119.208381,2500,3450
BRC-0283,283,Afanc,3:22,"3:22 & Afanc",-593,2915,40.794409,-119.208558,2500,3450
BRC-0284,284,Afanc,3:24,"3:24 & Afanc",-644,2904,40.794379,-119.208734,2500,3450
BRC-0285,285,Afanc,3:26,"3:26 & Afanc",-694,2893,40.794347,-119.208910,2500,3450
BRC-0286,286,Afanc,3:28,"3:28 & Afanc",-745,2880,40.794313,-119.209085,2500,3450
BRC-0287,287,Afanc,3:30,"3:30 & Afanc",-795,2867,40.794276,-119.209259,2500,3450
BRC-0288,288,Afanc,3:32,"3:32 & Afanc",-845,2852,40.794237,-119.209432,2500,3450
BRC-0289,289,Afanc,3:34,"3:34 & Afanc",-895,2837,40.794195,-119.209604,2500,3450
BRC-0290,290,Afanc,3:36,"3:36 & Afanc",-944,2821,40.794151,-119.209775,2500,3450
BRC-0291,291,Afanc,3:38,"3:38 & Afanc",-993,2804,40.794104,-119.209946,2500,3450
BRC-0292,292,Afanc,3:40,"3:40 & Afanc",-1042,2787,40.794055,-119.210115,2500,3450
BRC-0293,293,Afanc,3:42,"3:42 & Afanc",-1090,2768,40.794004,-119.210283,2500,3450
BRC-0294,294,Afanc,3:44,"3:44 & Afanc",-1138,2749,40.793951,-119.210450,2500,3450
BRC-0295,295,Afanc,3:46,"3:46 & Afanc",-1186,2728,40.793895,-119.210616,2500,3450
BRC-0296,296,Afanc,3:48,"3:48 & Afanc",-1234,2707,40.793837,-119.210781,2500,3450
BRC-0297,297,Afanc,3:50,"3:50 & Afanc",-1281,2685,40.793777,-119.210944,2500,3450
BRC-0298,298,Afanc,3:52,"3:52 & Afanc",-1327,2662,40.793714,-119.211106,2500,3450
BRC-0299,299,Afanc,3:54,"3:54 & Afanc",-1374,2639,40.793650,-119.211266,2500,3450
BRC-0300,300,Afanc,3:56,"3:56 & Afanc",-1420,2614,40.793583,-119.211426,2500,3450
BRC-0301,301,Afanc,3:58,"3:58 & Afanc",-1465,2589,40.793513,-119.211583,2500,3450
BRC-0302,302,Afanc,4:00,"4:00 & Afanc",-1510,2563,40.793442,-119.211739,2500,3450
BRC-0303,303,Afanc,4:02,"4:02 & Afanc",-1554,2537,40.793369,-119.211894,2500,3450
BRC-0304,304,Afanc,4:04,"4:04 & Afanc",-1598,2509,40.793293,-119.212046,2500,3450
BRC-0305,305,Afanc,4:06,"4:06 & Afanc",-1642,2481,40.793215,-119.212197,2500,3450
BRC-0306,306,Afanc,4:08,"4:08 & Afanc",-1685,2452,40.793136,-119.212347,2500,3450
BRC-0307,307,Afanc,4:10,"4:10 & Afanc",-1728,2422,40.793054,-119.212494,2500,3450
BRC-0308,308,Afanc,4:12,"4:12 & Afanc",-1770,2391,40.792970,-119.212640,2500,3450
BRC-0309,309,Afanc,4:14,"4:14 & Afanc",-1811,2360,40.792884,-119.212784,2500,3450
BRC-0310,310,Afanc,4:16,"4:16 & Afanc",-1852,2328,40.792796,-119.212926,2500,3450
BRC-0311,311,Afanc,4:18,"4:18 & Afanc",-1892,2296,40.792707,-119.213066,2500,3450
BRC-0312,312,Afanc,4:20,"4:20 & Afanc",-1932,2262,40.792615,-119.213204,2500,3450
BRC-0313,313,Afanc,4:22,"4:22 & Afanc",-1971,2228,40.792521,-119.213340,2500,3450
BRC-0314,314,Afanc,4:24,"4:24 & Afanc",-2010,2193,40.792426,-119.213474,2500,3450
BRC-0315,315,Afanc,4:26,"4:26 & Afanc",-2048,2158,40.792329,-119.213606,2500,3450
BRC-0316,316,Afanc,4:28,"4:28 & Afanc",-2085,2122,40.792229,-119.213735,2500,3450
BRC-0317,317,Afanc,4:30,"4:30 & Afanc",-2122,2085,40.792129,-119.213863,2500,3450
BRC-0318,318,Afanc,4:32,"4:32 & Afanc",-2158,2048,40.792026,-119.213988,2500,3450
BRC-0319,319,Afanc,4:34,"4:34 & Afanc",-2193,2010,40.791922,-119.214111,2500,3450
BRC-0320,320,Afanc,4:36,"4:36 & Afanc",-2228,1971,40.791816,-119.214231,2500,3450
BRC-0321,321,Afanc,4:38,"4:38 & Afanc",-2262,1932,40.791708,-119.214349,2500,3450
BRC-0322,322,Afanc,4:40,"4:40 & Afanc",-2296,1892,40.791599,-119.214465,2500,3450
BRC-0323,323,Afanc,4:42,"4:42 & Afanc",-2328,1852,40.791488,-119.214579,2500,3450
BRC-0324,324,Afanc,4:44,"4:44 & Afanc",-2360,1811,40.791375,-119.214690,2500,3450
BRC-0325,325,Afanc,4:46,"4:46 & Afanc",-2391,1770,40.791262,-119.214798,2500,3450
BRC-0326,326,Afanc,4:48,"4:48 & Afanc",-2422,1728,40.791146,-119.214904,2500,3450
BRC-0327,327,Afanc,4:50,"4:50 & Afanc",-2452,1685,40.791029,-119.215007,2500,3450
BRC-0328,328,Afanc,4:52,"4:52 & Afanc",-2481,1642,40.790911,-119.215108,2500,3450
BRC-0329,329,Afanc,4:54,"4:54 & Afanc",-2509,1598,40.790791,-119.215206,2500,3450
BRC-0330,330,Afanc,4:56,"4:56 & Afanc",-2537,1554,40.790670,-119.215302,2500,3450
BRC-0331,331,Afanc,4:58,"4:58 & Afanc",-2563,1510,40.790548,-119.215394,2500,3450
BRC-0332,332,Afanc,5:00,"5:00 & Afanc",-2589,1465,40.790425,-119.215484,2500,3450
BRC-0333,333,Afanc,5:02,"5:02 & Afanc",-2614,1420,40.790300,-119.215572,2500,3450
BRC-0334,334,Afanc,5:04,"5:04 & Afanc",-2639,1374,40.790174,-119.215656,2500,3450
BRC-0335,335,Afanc,5:06,"5:06 & Afanc",-2662,1327,40.790047,-119.215738,2500,3450
BRC-0336,336,Afanc,5:08,"5:08 & Afanc",-2685,1281,40.789919,-119.215817,2500,3450
BRC-0337,337,Afanc,5:10,"5:10 & Afanc",-2707,1234,40.789789,-119.215893,2500,3450
BRC-0338,338,Afanc,5:12,"5:12 & Afanc",-2728,1186,40.789659,-119.215967,2500,3450
BRC-0339,339,Afanc,5:14,"5:14 & Afanc",-2749,1138,40.789528,-119.216037,2500,3450
BRC-0340,340,Afanc,5:16,"5:16 & Afanc",-2768,1090,40.789395,-119.216104,2500,3450
BRC-0341,341,Afanc,5:18,"5:18 & Afanc",-2787,1042,40.789262,-119.216169,2500,3450
BRC-0342,342,Afanc,5:20,"5:20 & Afanc",-2804,993,40.789128,-119.216231,2500,3450
BRC-0343,343,Afanc,5:22,"5:22 & Afanc",-2821,944,40.788993,-119.216289,2500,3450
BRC-0344,344,Afanc,5:24,"5:24 & Afanc",-2837,895,40.788858,-119.216345,2500,3450
BRC-0345,345,Afanc,5:26,"5:26 & Afanc",-2852,845,40.788721,-119.216398,2500,3450
BRC-0346,346,Afanc,5:28,"5:28 & Afanc",-2867,795,40.788584,-119.216447,2500,3450
BRC-0347,347,Afanc,5:30,"5:30 & Afanc",-2880,745,40.788446,-119.216494,2500,3450
BRC-0348,348,Afanc,5:32,"5:32 & Afanc",-2893,694,40.788308,-119.216537,2500,3450
BRC-0349,349,Afanc,5:34,"5:34 & Afanc",-2904,644,40.788169,-119.216578,2500,3450
BRC-0350,350,Afanc,5:36,"5:36 & Afanc",-2915,593,40.788029,-119.216615,2500,3450
BRC-0351,351,Afanc,5:38,"5:38 & Afanc",-2925,542,40.787889,-119.216650,2500,3450
BRC-0352,352,Afanc,5:40,"5:40 & Afanc",-2934,491,40.787749,-119.216681,2500,3450
BRC-0353,353,Afanc,5:42,"5:42 & Afanc",-2942,440,40.787608,-119.216709,2500,3450
BRC-0354,354,Afanc,5:44,"5:44 & Afanc",-2950,388,40.787467,-119.216734,2500,3450
BRC-0355,355,Afanc,5:46,"5:46 & Afanc",-2956,337,40.787325,-119.216756,2500,3450
BRC-0356,356,Afanc,5:48,"5:48 & Afanc",-2961,285,40.787183,-119.216775,2500,3450
BRC-0357,357,Afanc,5:50,"5:50 & Afanc",-2966,233,40.787041,-119.216791,2500,3450
BRC-0358,358,Afanc,5:52,"5:52 & Afanc",-2969,182,40.786899,-119.216803,2500,3450
BRC-0359,359,Afanc,5:54,"5:54 & Afanc",-2972,130,40.786757,-119.216813,2500,3450
BRC-0360,360,Afanc,5:56,"5:56 & Afanc",-2974,78,40.786614,-119.216819,2500,3450
BRC-0361,361,Afanc,5:58,"5:58 & Afanc",-2975,26,40.786471,-119.216822,2500,3450
BRC-0362,362,Afanc,6:00,"6:00 & Afanc",-2975,-26,40.786329,-119.216822,2500,3450
BRC-0363,363,Afanc,6:02,"6:02 & Afanc",-2974,-78,40.786186,-119.216819,2500,3450
BRC-0364,364,Afanc,6:04,"6:04 & Afanc",-2972,-130,40.786043,-119.216813,2500,3450
BRC-0365,365,Afanc,6:06,"6:06 & Afanc",-2969,-182,40.785901,-119.216803,2500,3450
BRC-0366,366,Afanc,6:08,"6:08 & Afanc",-2966,-233,40.785759,-119.216791,2500,3450
BRC-0367,367,Afanc,6:10,"6:10 & Afanc",-2961,-285,40.785617,-119.216775,2500,3450
BRC-0368,368,Afanc,6:12,"6:12 & Afanc",-2956,-337,40.785475,-119.216756,2500,3450
BRC-0369,369,Afanc,6:14,"6:14 & Afanc",-2950,-388,40.785333,-119.216734,2500,3450
BRC-0370,370,Afanc,6:16,"6:16 & Afanc",-2942,-440,40.785192,-119.216709,2500,3450
BRC-0371,371,Afanc,6:18,"6:18 & Afanc",-2934,-491,40.785051,-119.216681,2500,3450
BRC-0372,372,Afanc,6:20,"6:20 & Afanc",-2925,-542,40.784911,-119.216650,2500,3450
BRC-0373,373,Afanc,6:22,"6:22 & Afanc",-2915,-593,40.784771,-119.216615,2500,3450
BRC-0374,374,Afanc,6:24,"6:24 & Afanc",-2904,-644,40.784631,-119.216578,2500,3450
BRC-0375,375,Afanc,6:26,"6:26 & Afanc",-2893,-694,40.784492,-119.216537,2500,3450
BRC-0376,376,Afanc,6:28,"6:28 & Afanc",-2880,-745,40.784354,-119.216494,2500,3450
BRC-0377,377,Afanc,6:30,"6:30 & Afanc",-2867,-795,40.784216,-119.216447,2500,3450
BRC-0378,378,Afanc,6:32,"6:32 & Afanc",-2852,-845,40.784079,-119.216398,2500,3450
BRC-0379,379,Afanc,6:34,"6:34 & Afanc",-2837,-895,40.783942,-119.216345,2500,3450
BRC-0380,380,Afanc,6:36,"6:36 & Afanc",-2821,-944,40.783807,-119.216289,2500,3450
BRC-0381,381,Afanc,6:38,"6:38 & Afanc",-2804,-993,40.783672,-119.216231,2500,3450
BRC-0382,382,Afanc,6:40,"6:40 & Afanc",-2787,-1042,40.783538,-119.216169,2500,3450
BRC-0383,383,Afanc,6:42,"6:42 & Afanc",-2768,-1090,40.783405,-119.216104,2500,3450
BRC-0384,384,Afanc,6:44,"6:44 & Afanc",-2749,-1138,40.783272,-119.216037,2500,3450
BRC-0385,385,Afanc,6:46,"6:46 & Afanc",-2728,-1186,40.783141,-119.215967,2500,3450
BRC-0386,386,Afanc,6:48,"6:48 & Afanc",-2707,-1234,40.783011,-119.215893,2500,3450
BRC-0387,387,Afanc,6:50,"6:50 & Afanc",-2685,-1281,40.782881,-119.215817,2500,3450
BRC-0388,388,Afanc,6:52,"6:52 & Afanc",-2662,-1327,40.782753,-119.215738,2500,3450
BRC-0389,389,Afanc,6:54,"6:54 & Afanc",-2639,-1374,40.782626,-119.215656,2500,3450
BRC-0390,390,Afanc,6:56,"6:56 & Afanc",-2614,-1420,40.782500,-119.215572,2500,3450
BRC-0391,391,Afanc,6:58,"6:58 & Afanc",-2589,-1465,40.782375,-119.215484,2500,3450
BRC-0392,392,Afanc,7:00,"7:00 & Afanc",-2563,-1510,40.782252,-119.215394,2500,3450
BRC-0393,393,Afanc,7:02,"7:02 & Afanc",-2537,-1554,40.782130,-119.215302,2500,3450
BRC-0394,394,Afanc,7:04,"7:04 & Afanc",-2509,-1598,40.782009,-119.215206,2500,3450
BRC-0395,395,Afanc,7:06,"7:06 & Afanc",-2481,-1642,40.781889,-119.215108,2500,3450
BRC-0396,396,Afanc,7:08,"7:08 & Afanc",-2452,-1685,40.781771,-119.215007,2500,3450
BRC-0397,397,Afanc,7:10,"7:10 & Afanc",-2422,-1728,40.781654,-119.214904,2500,3450
BRC-0398,398,Afanc,7:12,"7:12 & Afanc",-2391,-1770,40.781538,-119.214798,2500,3450
BRC-0399,399,Afanc,7:14,"7:14 & Afanc",-2360,-1811,40.781425,-119.214690,2500,3450
BRC-0400,400,Afanc,7:16,"7:16 & Afanc",-2328,-1852,40.781312,-119.214579,2500,3450
BRC-0401,401,Afanc,7:18,"7:18 & Afanc",-2296,-1892,40.781201,-119.214465,2500,3450
BRC-0402,402,Afanc,7:20,"7:20 & Afanc",-2262,-1932,40.781092,-119.214349,2500,3450
BRC-0403,403,Afanc,7:22,"7:22 & Afanc",-2228,-1971,40.780984,-119.214231,2500,3450
BRC-0404,404,Afanc,7:24,"7:24 & Afanc",-2193,-2010,40.780878,-119.214111,2500,3450
BRC-0405,405,Afanc,7:26,"7:26 & Afanc",-2158,-2048,40.780774,-119.213988,2500,3450
BRC-0406,406,Afanc,7:28,"7:28 & Afanc",-2122,-2085,40.780671,-119.213863,2500,3450
BRC-0407,407,Afanc,7:30,"7:30 & Afanc",-2085,-2122,40.780571,-119.213735,2500,3450
BRC-0408,408,Afanc,7:32,"7:32 & Afanc",-2048,-2158,40.780471,-119.213606,2500,3450
BRC-0409,409,Afanc,7:34,"7:34 & Afanc",-2010,-2193,40.780374,-119.213474,2500,3450
BRC-0410,410,Afanc,7:36,"7:36 & Afanc",-1971,-2228,40.780279,-119.213340,2500,3450
BRC-0411,411,Afanc,7:38,"7:38 & Afanc",-1932,-2262,40.780185,-119.213204,2500,3450
BRC-0412,412,Afanc,7:40,"7:40 & Afanc",-1892,-2296,40.780093,-119.213066,2500,3450
BRC-0413,413,Afanc,7:42,"7:42 & Afanc",-1852,-2328,40.780004,-119.212926,2500,3450
BRC-0414,414,Afanc,7:44,"7:44 & Afanc",-1811,-2360,40.779916,-119.212784,2500,3450
BRC-0415,415,Afanc,7:46,"7:46 & Afanc",-1770,-2391,40.779830,-119.212640,2500,3450
BRC-0416,416,Afanc,7:48,"7:48 & Afanc",-1728,-2422,40.779746,-119.212494,2500,3450
BRC-0417,417,Afanc,7:50,"7:50 & Afanc",-1685,-2452,40.779664,-119.212347,2500,3450
BRC-0418,418,Afanc,7:52,"7:52 & Afanc",-1642,-2481,40.779585,-119.212197,2500,3450
BRC-0419,419,Afanc,7:54,"7:54 & Afanc",-1598,-2509,40.779507,-119.212046,2500,3450
BRC-0420,420,Afanc,7:56,"7:56 & Afanc",-1554,-2537,40.779431,-119.211894,2500,3450
BRC-0421,421,Afanc,7:58,"7:58 & Afanc",-1510,-2563,40.779358,-119.211739,2500,3450
BRC-0422,422,Afanc,8:00,"8:00 & Afanc",-1465,-2589,40.779287,-119.211583,2500,3450
BRC-0423,423,Afanc,8:02,"8:02 & Afanc",-1420,-2614,40.779217,-119.211426,2500,3450
BRC-0424,424,Afanc,8:04,"8:04 & Afanc",-1374,-2639,40.779150,-119.211266,2500,3450
BRC-0425,425,Afanc,8:06,"8:06 & Afanc",-1327,-2662,40.779086,-119.211106,2500,3450
BRC-0426,426,Afanc,8:08,"8:08 & Afanc",-1281,-2685,40.779023,-119.210944,2500,3450
BRC-0427,427,Afanc,8:10,"8:10 & Afanc",-1234,-2707,40.778963,-119.210781,2500,3450
BRC-0428,428,Afanc,8:12,"8:12 & Afanc",-1186,-2728,40.778905,-119.210616,2500,3450
BRC-0429,429,Afanc,8:14,"8:14 & Afanc",-1138,-2749,40.778849,-119.210450,2500,3450
BRC-0430,430,Afanc,8:16,"8:16 & Afanc",-1090,-2768,40.778796,-119.210283,2500,3450
BRC-0431,431,Afanc,8:18,"8:18 & Afanc",-1042,-2787,40.778745,-119.210115,2500,3450
BRC-0432,432,Afanc,8:20,"8:20 & Afanc",-993,-2804,40.778696,-119.209946,2500,3450
BRC-0433,433,Afanc,8:22,"8:22 & Afanc",-944,-2821,40.778649,-119.209775,2500,3450
BRC-0434,434,Afanc,8:24,"8:24 & Afanc",-895,-2837,40.778605,-119.209604,2500,3450
BRC-0435,435,Afanc,8:26,"8:26 & Afanc",-845,-2852,40.778563,-119.209432,2500,3450
BRC-0436,436,Afanc,8:28,"8:28 & Afanc",-795,-2867,40.778524,-119.209259,2500,3450
BRC-0437,437,Afanc,8:30,"8:30 & Afanc",-745,-2880,40.778487,-119.209085,2500,3450
BRC-0438,438,Afanc,8:32,"8:32 & Afanc",-694,-2893,40.778453,-119.208910,2500,3450
BRC-0439,439,Afanc,8:34,"8:34 & Afanc",-644,-2904,40.778421,-119.208734,2500,3450
BRC-0440,440,Afanc,8:36,"8:36 & Afanc",-593,-2915,40.778391,-119.208558,2500,3450
BRC-0441,441,Afanc,8:38,"8:38 & Afanc",-542,-2925,40.778364,-119.208381,2500,3450
BRC-0442,442,Afanc,8:40,"8:40 & Afanc",-491,-2934,40.778339,-119.208204,2500,3450
BRC-0443,443,Afanc,8:42,"8:42 & Afanc",-440,-2942,40.778317,-119.208026,2500,3450
BRC-0444,444,Afanc,8:44,"8:44 & Afanc",-388,-2950,40.778297,-119.207847,2500,3450
BRC-0445,445,Afanc,8:46,"8:46 & Afanc",-337,-2956,40.778279,-119.207669,2500,3450
BRC-0446,446,Afanc,8:48,"8:48 & Afanc",-285,-2961,40.778265,-119.207489,2500,3450
BRC-0447,447,Afanc,8:50,"8:50 & Afanc",-233,-2966,40.778252,-119.207310,2500,3450
BRC-0448,448,Afanc,8:52,"8:52 & Afanc",-182,-2969,40.778242,-119.207130,2500,3450
BRC-0449,449,Afanc,8:54,"8:54 & Afanc",-130,-2972,40.778235,-119.206950,2500,3450
BRC-0450,450,Afanc,8:56,"8:56 & Afanc",-78,-2974,40.778230,-119.206770,2500,3450
BRC-0451,451,Afanc,8:58,"8:58 & Afanc",-26,-2975,40.778227,-119.206590,2500,3450
BRC-0452,452,Afanc,9:00,"9:00 & Afanc",26,-2975,40.778227,-119.206410,2500,3450
BRC-0453,453,Afanc,9:02,"9:02 & Afanc",78,-2974,40.778230,-119.206230,2500,3450
BRC-0454,454,Afanc,9:04,"9:04 & Afanc",130,-2972,40.778235,-119.206050,2500,3450
BRC-0455,455,Afanc,9:06,"9:06 & Afanc",182,-2969,40.778242,-119.205870,2500,3450
BRC-0456,456,Afanc,9:08,"9:08 & Afanc",233,-2966,40.778252,-119.205690,2500,3450
BRC-0457,457,Afanc,9:10,"9:10 & Afanc",285,-2961,40.778265,-119.205511,2500,3450
BRC-0458,458,Afanc,9:12,"9:12 & Afanc",337,-2956,40.778279,-119.205331,2500,3450
BRC-0459,459,Afanc,9:14,"9:14 & Afanc",388,-2950,40.778297,-119.205153,2500,3450
BRC-0460,460,Afanc,9:16,"9:16 & Afanc",440,-2942,40.778317,-119.204974,2500,3450
BRC-0461,461,Afanc,9:18,"9:18 & Afanc",491,-2934,40.778339,-119.204796,2500,3450
BRC-0462,462,Afanc,9:20,"9:20 & Afanc",542,-2925,40.778364,-119.204619,2500,3450
BRC-0463,463,Afanc,9:22,"9:22 & Afanc",593,-2915,40.778391,-119.204442,2500,3450
BRC-0464,464,Afanc,9:24,"9:24 & Afanc",644,-2904,40.778421,-119.204266,2500,3450
BRC-0465,465,Afanc,9:26,"9:26 & Afanc",694,-2893,40.778453,-119.204090,2500,3450
BRC-0466,466,Afanc,9:28,"9:28 & Afanc",745,-2880,40.778487,-119.203915,2500,3450
BRC-0467,467,Afanc,9:30,"9:30 & Afanc",795,-2867,40.778524,-119.203741,2500,3450
BRC-0468,468,Afanc,9:32,"9:32 & Afanc",845,-2852,40.778563,-119.203568,2500,3450
BRC-0469,469,Afanc,9:34,"9:34 & Afanc",895,-2837,40.778605,-119.203396,2500,3450
BRC-0470,470,Afanc,9:36,"9:36 & Afanc",944,-2821,40.778649,-119.203225,2500,3450
BRC-0471,471,Afanc,9:38,"9:38 & Afanc",993,-2804,40.778696,-119.203054,2500,3450
BRC-0472,472,Afanc,9:40,"9:40 & Afanc",1042,-2787,40.778745,-119.202885,2500,3450
BRC-0473,473,Afanc,9:42,"9:42 & Afanc",1090,-2768,40.778796,-119.202717,2500,3450
BRC-0474,474,Afanc,9:44,"9:44 & Afanc",1138,-2749,40.778849,-119.202550,2500,3450
BRC-0475,475,Afanc,9:46,"9:46 & Afanc",1186,-2728,40.778905,-119.202384,2500,3450
BRC-0476,476,Afanc,9:48,"9:48 & Afanc",1234,-2707,40.778963,-119.202219,2500,3450
BRC-0477,477,Afanc,9:50,"9:50 & Afanc",1281,-2685,40.779023,-119.202056,2500,3450
BRC-0478,478,Afanc,9:52,"9:52 & Afanc",1327,-2662,40.779086,-119.201894,2500,3450
BRC-0479,479,Afanc,9:54,"9:54 & Afanc",1374,-2639,40.779150,-119.201734,2500,3450
BRC-0480,480,Afanc,9:56,"9:56 & Afanc",1420,-2614,40.779217,-119.201574,2500,3450
BRC-0481,481,Afanc,9:58,"9:58 & Afanc",1465,-2589,40.779287,-119.201417,2500,3450
BRC-0482,482,Afanc,10:00,"10:00 & Afanc",1510,-2563,40.779358,-119.201261,2500,3450
BRC-0483,483,MidCity,2:00,"2:00 & MidCity",2130,3764,40.796741,-119.199110,3450,5200
BRC-0484,484,MidCity,2:02,"2:02 & MidCity",2064,3801,40.796842,-119.199339,3450,5200
BRC-0485,485,MidCity,2:04,"2:04 & MidCity",1997,3836,40.796939,-119.199571,3450,5200
BRC-0486,486,MidCity,2:06,"2:06 & MidCity",1930,3871,40.797033,-119.199804,3450,5200
BRC-0487,487,MidCity,2:08,"2:08 & MidCity",1862,3904,40.797124,-119.200039,3450,5200
BRC-0488,488,MidCity,2:10,"2:10 & MidCity",1794,3936,40.797212,-119.200277,3450,5200
BRC-0489,489,MidCity,2:12,"2:12 & MidCity",1725,3966,40.797296,-119.200516,3450,5200
BRC-0490,490,MidCity,2:14,"2:14 & MidCity",1655,3996,40.797377,-119.200757,3450,5200
BRC-0491,491,MidCity,2:16,"2:16 & MidCity",1585,4024,40.797455,-119.201000,3450,5200
BRC-0492,492,MidCity,2:18,"2:18 & MidCity",1515,4051,40.797529,-119.201244,3450,5200
BRC-0493,493,MidCity,2:20,"2:20 & MidCity",1444,4077,40.797600,-119.201491,3450,5200
BRC-0494,494,MidCity,2:22,"2:22 & MidCity",1372,4101,40.797668,-119.201738,3450,5200
BRC-0495,495,MidCity,2:24,"2:24 & MidCity",1301,4125,40.797732,-119.201987,3450,5200
BRC-0496,496,MidCity,2:26,"2:26 & MidCity",1228,4147,40.797793,-119.202238,3450,5200
BRC-0497,497,MidCity,2:28,"2:28 & MidCity",1156,4168,40.797850,-119.202490,3450,5200
BRC-0498,498,MidCity,2:30,"2:30 & MidCity",1083,4187,40.797903,-119.202743,3450,5200
BRC-0499,499,MidCity,2:32,"2:32 & MidCity",1010,4205,40.797954,-119.202997,3450,5200
BRC-0500,500,MidCity,2:34,"2:34 & MidCity",936,4222,40.798000,-119.203252,3450,5200
BRC-0501,501,MidCity,2:36,"2:36 & MidCity",862,4238,40.798043,-119.203508,3450,5200
BRC-0502,502,MidCity,2:38,"2:38 & MidCity",788,4253,40.798083,-119.203765,3450,5200
BRC-0503,503,MidCity,2:40,"2:40 & MidCity",714,4266,40.798119,-119.204023,3450,5200
BRC-0504,504,MidCity,2:42,"2:42 & MidCity",639,4277,40.798151,-119.204282,3450,5200
BRC-0505,505,MidCity,2:44,"2:44 & MidCity",565,4288,40.798180,-119.204541,3450,5200
BRC-0506,506,MidCity,2:46,"2:46 & MidCity",490,4297,40.798205,-119.204801,3450,5200
BRC-0507,507,MidCity,2:48,"2:48 & MidCity",415,4305,40.798227,-119.205062,3450,5200
BRC-0508,508,MidCity,2:50,"2:50 & MidCity",339,4312,40.798245,-119.205323,3450,5200
BRC-0509,509,MidCity,2:52,"2:52 & MidCity",264,4317,40.798260,-119.205584,3450,5200
BRC-0510,510,MidCity,2:54,"2:54 & MidCity",189,4321,40.798271,-119.205845,3450,5200
BRC-0511,511,MidCity,2:56,"2:56 & MidCity",113,4324,40.798278,-119.206107,3450,5200
BRC-0512,512,MidCity,2:58,"2:58 & MidCity",38,4325,40.798281,-119.206369,3450,5200
BRC-0513,513,MidCity,3:00,"3:00 & MidCity",-38,4325,40.798281,-119.206631,3450,5200
BRC-0514,514,MidCity,3:02,"3:02 & MidCity",-113,4324,40.798278,-119.206893,3450,5200
BRC-0515,515,MidCity,3:04,"3:04 & MidCity",-189,4321,40.798271,-119.207155,3450,5200
BRC-0516,516,MidCity,3:06,"3:06 & MidCity",-264,4317,40.798260,-119.207416,3450,5200
BRC-0517,517,MidCity,3:08,"3:08 & MidCity",-339,4312,40.798245,-119.207677,3450,5200
BRC-0518,518,MidCity,3:10,"3:10 & MidCity",-415,4305,40.798227,-119.207938,3450,5200
BRC-0519,519,MidCity,3:12,"3:12 & MidCity",-490,4297,40.798205,-119.208199,3450,5200
BRC-0520,520,MidCity,3:14,"3:14 & MidCity",-565,4288,40.798180,-119.208459,3450,5200
BRC-0521,521,MidCity,3:16,"3:16 & MidCity",-639,4277,40.798151,-119.208718,3450,5200
BRC-0522,522,MidCity,3:18,"3:18 & MidCity",-714,4266,40.798119,-119.208977,3450,5200
BRC-0523,523,MidCity,3:20,"3:20 & MidCity",-788,4253,40.798083,-119.209235,3450,5200
BRC-0524,524,MidCity,3:22,"3:22 & MidCity",-862,4238,40.798043,-119.209492,3450,5200
BRC-0525,525,MidCity,3:24,"3:24 & MidCity",-936,4222,40.798000,-119.209748,3450,5200
